particle_id,gap,time_s,phase_rad,energy_ev
7925,rf_gap_16,5.712200000002529e-08,4.237380171193685,1013412.8972287193
7950,rf_gap_16,5.712200000002529e-08,4.237380171193685,1008579.5327621335
7969,rf_gap_16,5.712200000002529e-08,4.237380171193685,1016912.6802657039
8605,rf_gap_16,5.712200000002529e-08,4.237380171193685,1006844.5434217331
408,rf_gap_16,5.7124000000025294e-08,4.239893445316561,1010757.5567438091
660,rf_gap_16,5.7124000000025294e-08,4.239893445316561,1009009.212397284
1397,rf_gap_16,5.7124000000025294e-08,4.239893445316561,1012190.8701313589
2501,rf_gap_16,5.7124000000025294e-08,4.239893445316561,1007002.9987186313
2562,rf_gap_16,5.7124000000025294e-08,4.239893445316561,1004730.9777663661
3196,rf_gap_16,5.7124000000025294e-08,4.239893445316561,1008216.6766785431
3658,rf_gap_16,5.7124000000025294e-08,4.239893445316561,1005033.1631479185
